TRACT	polaris_id	POLARIS_SEG	fuel_polaris	powertrain_type	vintage_class	prob
17113000105	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000105	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000200	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000200	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000200	1024	CAR_COMPACT	Gas	HEV	0	0
17113000200	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000200	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000200	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000200	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000200	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000200	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000200	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000200	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000200	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000200	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000200	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000200	4024	SUV_COMPACT	Gas	HEV	0	0
17113000200	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000200	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000200	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000200	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000200	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000301	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000301	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000301	1024	CAR_COMPACT	Gas	HEV	0	0
17113000301	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000301	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000301	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000301	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000301	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000301	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000301	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000301	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000301	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000301	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000301	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000301	4024	SUV_COMPACT	Gas	HEV	0	0
17113000301	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000301	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000301	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000301	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000301	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000302	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000302	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000302	1024	CAR_COMPACT	Gas	HEV	0	0
17113000302	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000302	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000302	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000302	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000302	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000302	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000302	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000302	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000302	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000302	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000302	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000302	4024	SUV_COMPACT	Gas	HEV	0	0
17113000302	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000302	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000302	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000302	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000302	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000400	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000400	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000400	1024	CAR_COMPACT	Gas	HEV	0	0
17113000400	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000400	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000400	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000400	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000400	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000400	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000400	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000400	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000400	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000400	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000400	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000400	4024	SUV_COMPACT	Gas	HEV	0	0
17113000400	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000400	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000400	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000400	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000400	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000501	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000501	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000501	1024	CAR_COMPACT	Gas	HEV	0	0
17113000501	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000501	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000501	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000501	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000501	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000501	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000501	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000501	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000501	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000501	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000501	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000501	4024	SUV_COMPACT	Gas	HEV	0	0
17113000501	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000501	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000501	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000501	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000501	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000502	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000502	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000502	1024	CAR_COMPACT	Gas	HEV	0	0
17113000502	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000502	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000502	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000502	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000502	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000502	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000502	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000502	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000502	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000502	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000502	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000502	4024	SUV_COMPACT	Gas	HEV	0	0
17113000502	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000502	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000502	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000502	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000502	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000504	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000504	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000504	1024	CAR_COMPACT	Gas	HEV	0	0
17113000504	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000504	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000504	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000504	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000504	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000504	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000504	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000504	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000504	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000504	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000504	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000504	4024	SUV_COMPACT	Gas	HEV	0	0
17113000504	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000504	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000504	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000504	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000504	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113000505	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113000505	1012	CAR_COMPACT	Gas	Conventional	0	0
17113000505	1024	CAR_COMPACT	Gas	HEV	0	0
17113000505	1042	CAR_COMPACT	Gas	PHEV	0	0
17113000505	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113000505	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113000505	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113000505	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113000505	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113000505	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113000505	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113000505	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113000505	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113000505	4012	SUV_COMPACT	Gas	Conventional	0	0
17113000505	4024	SUV_COMPACT	Gas	HEV	0	0
17113000505	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113000505	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113000505	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113000505	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113000505	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001103	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001103	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001103	1024	CAR_COMPACT	Gas	HEV	0	0
17113001103	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001103	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001103	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001103	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001103	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001103	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001103	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001103	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001103	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001103	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001103	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001103	4024	SUV_COMPACT	Gas	HEV	0	0
17113001103	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001103	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001103	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001103	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001103	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001104	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001104	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001104	1024	CAR_COMPACT	Gas	HEV	0	0
17113001104	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001104	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001104	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001104	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001104	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001104	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001104	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001104	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001104	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001104	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001104	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001104	4024	SUV_COMPACT	Gas	HEV	0	0
17113001104	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001104	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001104	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001104	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001104	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001105	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001105	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001105	1024	CAR_COMPACT	Gas	HEV	0	0
17113001105	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001105	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001105	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001105	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001105	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001105	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001105	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001105	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001105	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001105	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001105	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001105	4024	SUV_COMPACT	Gas	HEV	0	0
17113001105	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001105	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001105	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001105	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001105	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001106	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001106	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001106	1024	CAR_COMPACT	Gas	HEV	0	0
17113001106	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001106	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001106	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001106	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001106	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001106	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001106	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001106	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001106	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001106	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001106	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001106	4024	SUV_COMPACT	Gas	HEV	0	0
17113001106	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001106	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001106	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001106	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001106	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001200	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001200	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001200	1024	CAR_COMPACT	Gas	HEV	0	0
17113001200	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001200	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001200	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001200	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001200	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001200	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001200	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001200	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001200	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001200	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001200	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001200	4024	SUV_COMPACT	Gas	HEV	0	0
17113001200	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001200	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001200	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001200	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001200	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001301	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001301	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001301	1024	CAR_COMPACT	Gas	HEV	0	0
17113001301	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001301	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001301	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001301	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001301	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001301	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001301	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001301	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001301	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001301	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001301	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001301	4024	SUV_COMPACT	Gas	HEV	0	0
17113001301	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001301	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001301	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001301	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001301	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001302	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001302	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001302	1024	CAR_COMPACT	Gas	HEV	0	0
17113001302	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001302	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001302	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001302	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001302	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001302	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001302	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001302	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001302	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001302	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001302	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001302	4024	SUV_COMPACT	Gas	HEV	0	0
17113001302	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001302	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001302	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001302	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001302	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001303	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001303	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001303	1024	CAR_COMPACT	Gas	HEV	0	0
17113001303	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001303	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001303	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001303	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001303	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001303	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001303	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001303	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001303	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001303	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001303	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001303	4024	SUV_COMPACT	Gas	HEV	0	0
17113001303	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001303	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001303	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001303	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001303	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001402	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001402	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001402	1024	CAR_COMPACT	Gas	HEV	0	0
17113001402	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001402	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001402	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001402	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001402	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001402	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001402	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001402	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001402	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001402	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001402	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001402	4024	SUV_COMPACT	Gas	HEV	0	0
17113001402	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001402	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001402	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001402	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001402	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
17113001403	1000	CAR_COMPACT	Elec	BEV_long	0	0.2
17113001403	1012	CAR_COMPACT	Gas	Conventional	0	0
17113001403	1024	CAR_COMPACT	Gas	HEV	0	0
17113001403	1042	CAR_COMPACT	Gas	PHEV	0	0
17113001403	2000	CAR_MID_SIZE	Elec	BEV_long	0	0.2
17113001403	2012	CAR_MID_SIZE	Gas	Conventional	0	0
17113001403	2024	CAR_MID_SIZE	Gas	HEV	0	0
17113001403	2042	CAR_MID_SIZE	Gas	PHEV	0	0
17113001403	3000	CAR_FULL_SIZE	Elec	BEV_long	0	0.2
17113001403	3012	CAR_FULL_SIZE	Gas	Conventional	0	0
17113001403	3024	CAR_FULL_SIZE	Gas	HEV	0	0
17113001403	3042	CAR_FULL_SIZE	Gas	PHEV	0	0
17113001403	4000	SUV_COMPACT	Elec	BEV_long	0	0.2
17113001403	4012	SUV_COMPACT	Gas	Conventional	0	0
17113001403	4024	SUV_COMPACT	Gas	HEV	0	0
17113001403	5000	SUV_MID_SIZE	Elec	BEV_long	0	0.2
17113001403	5012	SUV_MID_SIZE	Gas	Conventional	0	0
17113001403	5024	SUV_MID_SIZE	Gas	HEV	0	0
17113001403	5042	SUV_MID_SIZE	Gas	PHEV	0	0
17113001403	6012	SUV_FULL_SIZE	Gas	Conventional	0	0
